,open,high,low,close,adj close,volume
2020-08-15,0.09532,0.1015,0.09473,0.09888,0.09888,18572581.0
2020-08-16,0.09888,0.10028,0.094,0.0986,0.0986,14696458.0
2020-08-17,0.0986,0.09988,0.09448,0.0958,0.0958,13555096.0
2020-08-18,0.0958,0.09625,0.08615,0.09022,0.09022,14059910.0
2020-08-19,0.09013,0.09163,0.08037,0.08275,0.08275,9354251.0
2020-08-20,0.08291,0.09132,0.08001,0.09131,0.09131,6378378.0
2020-08-21,0.09131,0.09475,0.0835,0.09378,0.09378,15472080.0
2020-08-22,0.0943,0.115,0.08578,0.0969,0.0969,60642295.0
2020-08-23,0.0969,0.09736,0.089,0.09193,0.09193,10986132.0
2020-08-24,0.09233,0.09665,0.09065,0.09199,0.09199,10238315.0
2020-08-25,0.09166,0.09364,0.08209,0.08573,0.08573,5353220.0
2020-08-26,0.08573,0.08716,0.08379,0.087,0.087,4642478.0
2020-08-27,0.087,0.09473,0.086,0.09473,0.09473,19387648.0
2020-08-28,0.09446,0.1139,0.09121,0.10632,0.10632,52442016.0
2020-08-29,0.10684,0.1217,0.10138,0.10941,0.10941,37981212.0
2020-08-30,0.10941,0.11194,0.10169,0.10348,0.10348,9883578.0
2020-08-31,0.10346,0.10624,0.0969,0.09846,0.09846,10818737.0
2020-09-01,0.09852,0.10217,0.09628,0.10051,0.10051,7376409.0
2020-09-02,0.10073,0.1055,0.0906,0.10036,0.10036,11564068.0
2020-09-03,0.10032,0.10185,0.0805,0.08238,0.08238,8153790.0
2020-09-04,0.08252,0.08993,0.0803,0.08763,0.08763,6705266.0
2020-09-05,0.08764,0.08977,0.07092,0.07854,0.07854,6214755.0
2020-09-06,0.07854,0.08075,0.0723,0.07837,0.07837,12567162.0
2020-09-07,0.07854,0.08088,0.07,0.07699,0.07699,5071878.0
2020-09-08,0.07696,0.0775,0.07057,0.07363,0.07363,5247266.0
2020-09-09,0.07389,0.07946,0.07146,0.07754,0.07754,6777459.0
2020-09-10,0.07759,0.08236,0.03,0.08219,0.08219,9084716.0
2020-09-11,0.08219,0.08657,0.07998,0.0854,0.0854,7450810.0
2020-09-12,0.08542,0.0855,0.0813,0.08481,0.08481,5682555.0
2020-09-13,0.085,0.08598,0.0788,0.08174,0.08174,6744128.0
2020-09-14,0.08174,0.08371,0.07925,0.08235,0.08235,3120852.0
2020-09-15,0.08235,0.08379,0.07901,0.07925,0.07925,3546889.0
2020-09-16,0.0791,0.08046,0.07624,0.07851,0.07851,3472847.0
2020-09-17,0.07874,0.08163,0.07667,0.07987,0.07987,2660758.0
2020-09-18,0.08035,0.08333,0.07819,0.07885,0.07885,3132929.0
2020-09-19,0.07896,0.08112,0.0785,0.08094,0.08094,2719256.0
2020-09-20,0.08082,0.08104,0.07718,0.07884,0.07884,1973557.0
2020-09-21,0.07885,0.07928,0.06804,0.06996,0.06996,5912389.0
2020-09-22,0.06996,0.07278,0.06658,0.07272,0.07272,5030315.0
2020-09-23,0.07285,0.07968,0.06847,0.06882,0.06882,16268489.0
2020-09-24,0.06895,0.07583,0.06798,0.07556,0.07556,8449848.0
2020-09-25,0.07551,0.07778,0.0719,0.07648,0.07648,7785483.0
2020-09-26,0.07649,0.08281,0.07629,0.07976,0.07976,10663853.0
2020-09-27,0.08,0.0821,0.07578,0.07889,0.07889,7577948.0
2020-09-28,0.07926,0.08175,0.07891,0.07966,0.07966,6988559.0
2020-09-29,0.07962,0.0915,0.07945,0.08878,0.08878,29496253.0
2020-09-30,0.0888,0.08881,0.08139,0.08434,0.08434,11035884.0
2020-10-01,0.08402,0.08615,0.07279,0.07755,0.07755,18203730.0
2020-10-02,0.07724,0.07779,0.0715,0.07407,0.07407,7704523.0
2020-10-03,0.07408,0.07586,0.07394,0.0752,0.0752,2070128.0
2020-10-04,0.07492,0.07558,0.07427,0.07534,0.07534,1884787.0
2020-10-05,0.0754,0.07757,0.07491,0.07632,0.07632,3539763.0
2020-10-06,0.07632,0.0769,0.06935,0.07019,0.07019,10561995.0
2020-10-07,0.07001,0.07107,0.06886,0.07107,0.07107,2925321.0
2020-10-08,0.07109,0.0745,0.06919,0.07423,0.07423,2647044.0
2020-10-09,0.07421,0.08006,0.07187,0.07976,0.07976,6590423.0
2020-10-10,0.07976,0.0846,0.07888,0.07999,0.07999,4840618.0
2020-10-11,0.07996,0.08049,0.07642,0.07862,0.07862,2256079.0
2020-10-12,0.07862,0.08126,0.0765,0.07887,0.07887,5121591.0
2020-10-13,0.07886,0.07891,0.07628,0.07724,0.07724,2467403.0
2020-10-14,0.07724,0.07778,0.07474,0.07582,0.07582,2035379.0
2020-10-15,0.07582,0.07786,0.07307,0.07463,0.07463,2688256.0
2020-10-16,0.07469,0.07507,0.07076,0.07165,0.07165,2852959.0
2020-10-17,0.07147,0.07617,0.07113,0.07379,0.07379,1645653.0
2020-10-18,0.07372,0.07873,0.07355,0.07612,0.07612,1983386.0
2020-10-19,0.07636,0.07637,0.07379,0.07411,0.07411,2127924.0
2020-10-20,0.074,0.07435,0.0705,0.07123,0.07123,5021199.0
2020-10-21,0.07115,0.07494,0.07078,0.07411,0.07411,2568062.0
2020-10-22,0.0741,0.07665,0.07354,0.07483,0.07483,2016913.0
2020-10-23,0.075,0.07517,0.07258,0.0734,0.0734,1600655.0
2020-10-24,0.07361,0.07737,0.07346,0.07479,0.07479,3482700.0
2020-10-25,0.07462,0.07519,0.07249,0.07335,0.07335,1811500.0
2020-10-26,0.07319,0.07478,0.07077,0.07241,0.07241,1730140.0
2020-10-27,0.07241,0.0729,0.07082,0.0716,0.0716,2611665.0
2020-10-28,0.07185,0.07224,0.06482,0.06606,0.06606,3559969.0
2020-10-29,0.06631,0.06811,0.06372,0.06477,0.06477,2132053.0
2020-10-30,0.06477,0.06576,0.06061,0.0635,0.0635,6589191.0
2020-10-31,0.06349,0.06629,0.06297,0.0653,0.0653,2801552.0
2020-11-01,0.06536,0.06593,0.06348,0.0647,0.0647,1396162.0
2020-11-02,0.06475,0.06777,0.06277,0.06304,0.06304,4191893.0
2020-11-03,0.06304,0.06375,0.05963,0.06282,0.06282,2785248.0
2020-11-04,0.06306,0.06412,0.06145,0.06362,0.06362,2607661.0
2020-11-05,0.06351,0.07788,0.06342,0.0739,0.0739,29785249.0
2020-11-06,0.074,0.09086,0.07342,0.08365,0.08365,88066445.0
2020-11-07,0.08366,0.08813,0.0705,0.07443,0.07443,23758655.0
2020-11-08,0.07443,0.08995,0.074,0.08657,0.08657,30820558.0
2020-11-09,0.08676,0.10219,0.08182,0.09732,0.09732,98874547.0
2020-11-10,0.09724,0.11227,0.08692,0.08787,0.08787,107227878.0
2020-11-11,0.0881,0.09419,0.0811,0.08369,0.08369,48833612.0
2020-11-12,0.08369,0.08496,0.0774,0.08357,0.08357,25262322.0
2020-11-13,0.08383,0.08728,0.08072,0.08304,0.08304,23462376.0
2020-11-14,0.08339,0.08349,0.07828,0.07972,0.07972,10903617.0
2020-11-15,0.07972,0.08306,0.0764,0.07875,0.07875,16943890.0
2020-11-16,0.07872,0.08312,0.077,0.07942,0.07942,18084511.0
2020-11-17,0.07945,0.08284,0.07782,0.08061,0.08061,19846270.0
2020-11-18,0.0809,0.08101,0.07562,0.07744,0.07744,13907197.0
2020-11-19,0.07716,0.0789,0.07443,0.07805,0.07805,10490284.0
2020-11-20,0.07791,0.08276,0.07791,0.08146,0.08146,11997794.0
2020-11-21,0.08169,0.0895,0.08074,0.0877,0.0877,18682827.0
2020-11-22,0.08803,0.09006,0.0792,0.08564,0.08564,17935745.0
2020-11-23,0.08555,0.09341,0.08462,0.09018,0.09018,24283276.0
2020-11-24,0.09036,0.0955,0.08553,0.0921,0.0921,29409648.0
2020-11-25,0.09181,0.09897,0.088,0.09168,0.09168,26614201.0
2020-11-26,0.09164,0.09659,0.07552,0.08013,0.08013,29727117.0
2020-11-27,0.08013,0.08163,0.07594,0.08054,0.08054,14523623.0
2020-11-28,0.08054,0.08641,0.07784,0.08338,0.08338,13354945.0
2020-11-29,0.08338,0.08449,0.08111,0.08292,0.08292,9987565.0
2020-11-30,0.08303,0.08849,0.08053,0.08839,0.08839,12693576.0
2020-12-01,0.08849,0.09686,0.08201,0.08602,0.08602,32268545.0
2020-12-02,0.08601,0.096,0.08518,0.09265,0.09265,28092899.0
2020-12-03,0.09265,0.09689,0.091,0.09192,0.09192,19494361.0
2020-12-04,0.09171,0.092,0.08549,0.08603,0.08603,16667998.0
2020-12-05,0.08606,0.1,0.085,0.09203,0.09203,33859070.0
2020-12-06,0.09184,0.09246,0.08851,0.09022,0.09022,11854263.0
2020-12-07,0.09023,0.09046,0.08778,0.08894,0.08894,8048533.0
2020-12-08,0.08882,0.09256,0.08349,0.08451,0.08451,13559390.0
2020-12-09,0.08455,0.08488,0.08,0.08433,0.08433,14723350.0
2020-12-10,0.08428,0.08468,0.08042,0.08151,0.08151,8115574.0
2020-12-11,0.08151,0.08162,0.07642,0.0786,0.0786,8970859.0
2020-12-12,0.07867,0.08326,0.07865,0.08212,0.08212,4976608.0
2020-12-13,0.08229,0.095,0.08205,0.08628,0.08628,12741996.0
2020-12-14,0.08625,0.087,0.08357,0.08679,0.08679,8362073.0
2020-12-15,0.08681,0.09177,0.08567,0.08645,0.08645,21992744.0
2020-12-16,0.08656,0.089,0.08213,0.08795,0.08795,16247221.0
2020-12-17,0.08795,0.09088,0.08446,0.08696,0.08696,21394637.0
2020-12-18,0.08694,0.09186,0.085,0.08907,0.08907,15957656.0
2020-12-19,0.08907,0.09471,0.08898,0.09237,0.09237,19419051.0
2020-12-20,0.09237,0.09749,0.087,0.08894,0.08894,23741141.0
2020-12-21,0.08893,0.09075,0.082,0.08397,0.08397,18474108.0
2020-12-22,0.08385,0.08541,0.08133,0.08412,0.08412,12826635.0
2020-12-23,0.08412,0.0865,0.07253,0.07434,0.07434,22684901.0
2020-12-24,0.07438,0.08125,0.07,0.0806,0.0806,19138691.0
2020-12-25,0.08065,0.08185,0.07628,0.07989,0.07989,10703763.0
2020-12-26,0.07995,0.08459,0.0763,0.07916,0.07916,17138204.0
2020-12-27,0.079,0.08509,0.07699,0.08077,0.08077,23763593.0
2020-12-28,0.08064,0.08499,0.08005,0.08098,0.08098,21695787.0
2020-12-29,0.08098,0.0827,0.077,0.07971,0.07971,14011896.0
2020-12-30,0.0797,0.08081,0.07693,0.07812,0.07812,9650549.0
2020-12-31,0.07811,0.0791,0.075,0.07776,0.07776,7445560.0
2021-01-01,0.07773,0.08372,0.07698,0.08354,0.08354,19334828.0
2021-01-02,0.08337,0.08337,0.07718,0.07915,0.07915,15621098.0
2021-01-03,0.07927,0.0828,0.07567,0.08113,0.08113,23705364.0
2021-01-04,0.08117,0.08742,0.075,0.07892,0.07892,35264477.0
2021-01-05,0.07892,0.08276,0.07687,0.0823,0.0823,24679099.0
2021-01-06,0.08211,0.09327,0.08166,0.09225,0.09225,44438090.0
2021-01-07,0.0923,0.13,0.08992,0.12914,0.12914,177451266.0
2021-01-08,0.12914,0.16167,0.1073,0.12623,0.12623,271383891.0
2021-01-09,0.12623,0.12807,0.11022,0.11523,0.11523,56108874.0
2021-01-10,0.11528,0.121,0.09802,0.10655,0.10655,61025798.0
2021-01-11,0.10681,0.10695,0.08,0.09419,0.09419,55638889.0
2021-01-12,0.09415,0.11905,0.09122,0.11048,0.11048,102507849.0
2021-01-13,0.11059,0.11642,0.09894,0.11467,0.11467,42066384.0
2021-01-14,0.11487,0.11759,0.1077,0.11052,0.11052,26782781.0
2021-01-15,0.11061,0.11438,0.09819,0.10662,0.10662,40856110.0
2021-01-16,0.10662,0.11283,0.10542,0.10904,0.10904,29939647.0
2021-01-17,0.10893,0.12065,0.1026,0.11075,0.11075,48402994.0
2021-01-18,0.11075,0.11768,0.10741,0.11692,0.11692,31742735.0
2021-01-19,0.11678,0.13522,0.11295,0.12221,0.12221,86905427.0
2021-01-20,0.12187,0.14441,0.1203,0.13651,0.13651,90182252.0
2021-01-21,0.13683,0.13753,0.1155,0.11807,0.11807,69888508.0
2021-01-22,0.11806,0.16731,0.10263,0.15856,0.15856,236132339.0
2021-01-23,0.15856,0.20296,0.15505,0.19318,0.19318,210974510.0
2021-01-24,0.19403,0.19404,0.16493,0.17174,0.17174,78366114.0
2021-01-25,0.172,0.1806,0.1598,0.16306,0.16306,54110797.0
2021-01-26,0.16313,0.17165,0.14912,0.16644,0.16644,48791232.0
2021-01-27,0.16644,0.16731,0.1401,0.14696,0.14696,35929189.0
2021-01-28,0.14691,0.16515,0.14054,0.158,0.158,53317430.0
2021-01-29,0.15802,0.16126,0.1505,0.15393,0.15393,41749787.0
2021-01-30,0.15398,0.16182,0.14912,0.15673,0.15673,30002194.0
2021-01-31,0.15661,0.1581,0.14717,0.15468,0.15468,25067980.0
2021-02-01,0.15493,0.15653,0.14513,0.15637,0.15637,23280007.0
2021-02-02,0.15636,0.16971,0.15138,0.16757,0.16757,34069367.0
2021-02-03,0.16767,0.185,0.16312,0.17645,0.17645,52986547.0
2021-02-04,0.17645,0.17759,0.16546,0.17212,0.17212,32983625.0
2021-02-05,0.17238,0.2481,0.16977,0.21793,0.21793,100045897.0
2021-02-06,0.21775,0.274,0.18476,0.23499,0.23499,176119369.0
2021-02-07,0.23499,0.28368,0.21685,0.23721,0.23721,188733565.0
2021-02-08,0.23726,0.25301,0.226,0.2368,0.2368,64669608.0
2021-02-09,0.23661,0.24578,0.23123,0.24349,0.24349,48581591.0
2021-02-10,0.24352,0.26109,0.22786,0.25139,0.25139,61586028.0
2021-02-11,0.25134,0.295,0.24419,0.2817,0.2817,54526680.0
2021-02-12,0.28096,0.315,0.275,0.30196,0.30196,81128009.0
